laus_code,state_fips_code,county_fips_code,name,year,labor_force,employed,unemployed,unemployment_rate
CN4841300000000,48,413,"Schleicher County, TX",2014,1802,1748,54,3.000000
CN4841500000000,48,415,"Scurry County, TX",2014,8659,8369,290,3.300000
CN4841700000000,48,417,"Shackelford County, TX",2014,2443,2376,67,2.700000
CN4841900000000,48,419,"Shelby County, TX",2014,11678,10998,680,5.800000
CN4842100000000,48,421,"Sherman County, TX",2014,1520,1471,49,3.200000
CN4842300000000,48,423,"Smith County, TX",2014,102952,97622,5330,5.200000
CN4842500000000,48,425,"Somervell County, TX",2014,4221,4009,212,5.000000
CN4842700000000,48,427,"Starr County, TX",2014,26234,22690,3544,13.500000
CN4842900000000,48,429,"Stephens County, TX",2014,4313,4127,186,4.300000
CN4843100000000,48,431,"Sterling County, TX",2014,805,783,22,2.700000
CN4843300000000,48,433,"Stonewall County, TX",2014,717,689,28,3.900000
CN4843500000000,48,435,"Sutton County, TX",2014,2076,2003,73,3.500000
CN4843700000000,48,437,"Swisher County, TX",2014,2909,2730,179,6.200000
CN4843900000000,48,439,"Tarrant County, TX",2014,998520,948786,49734,5.000000
CN4844100000000,48,441,"Taylor County, TX",2014,65174,62435,2739,4.200000
CN4844300000000,48,443,"Terrell County, TX",2014,506,485,21,4.200000
CN4844500000000,48,445,"Terry County, TX",2014,5608,5363,245,4.400000
CN4844700000000,48,447,"Throckmorton County, TX",2014,838,805,33,3.900000
CN4844900000000,48,449,"Titus County, TX",2014,13075,12253,822,6.300000
CN4845100000000,48,451,"Tom Green County, TX",2014,54752,52541,2211,4.000000
CN4845300000000,48,453,"Travis County, TX",2014,649426,623322,26104,4.000000
CN4845500000000,48,455,"Trinity County, TX",2014,5600,5265,335,6.000000
CN4845700000000,48,457,"Tyler County, TX",2014,7621,7011,610,8.000000
CN4845900000000,48,459,"Upshur County, TX",2014,18659,17709,950,5.100000
CN4846100000000,48,461,"Upton County, TX",2014,1869,1810,59,3.200000
CN4846300000000,48,463,"Uvalde County, TX",2014,11706,11036,670,5.700000
CN4846500000000,48,465,"Val Verde County, TX",2014,19610,18494,1116,5.700000
CN4846700000000,48,467,"Van Zandt County, TX",2014,24071,22808,1263,5.200000
CN4846900000000,48,469,"Victoria County, TX",2014,46553,44624,1929,4.100000
CN4847100000000,48,471,"Walker County, TX",2014,23290,22038,1252,5.400000
CN4847300000000,48,473,"Waller County, TX",2014,21272,20202,1070,5.000000
CN4847500000000,48,475,"Ward County, TX",2014,6004,5794,210,3.500000
CN4847700000000,48,477,"Washington County, TX",2014,15898,15175,723,4.500000
CN4847900000000,48,479,"Webb County, TX",2014,111815,106141,5674,5.100000
CN4848100000000,48,481,"Wharton County, TX",2014,21768,20749,1019,4.700000
CN4848300000000,48,483,"Wheeler County, TX",2014,3129,3018,111,3.500000
CN4848500000000,48,485,"Wichita County, TX",2014,57054,54276,2778,4.900000
CN4848700000000,48,487,"Wilbarger County, TX",2014,5382,5117,265,4.900000
CN4848900000000,48,489,"Willacy County, TX",2014,7250,6355,895,12.300000
CN4849100000000,48,491,"Williamson County, TX",2014,254484,243539,10945,4.300000
CN4849300000000,48,493,"Wilson County, TX",2014,22692,21757,935,4.100000
CN4849500000000,48,495,"Winkler County, TX",2014,3369,3226,143,4.200000
CN4849700000000,48,497,"Wise County, TX",2014,28873,27486,1387,4.800000
CN4849900000000,48,499,"Wood County, TX",2014,16781,15790,991,5.900000
CN4850100000000,48,501,"Yoakum County, TX",2014,4334,4203,131,3.000000
CN4850300000000,48,503,"Young County, TX",2014,8749,8392,357,4.100000
CN4850500000000,48,505,"Zapata County, TX",2014,7022,6658,364,5.200000
CN4850700000000,48,507,"Zavala County, TX",2014,3852,3376,476,12.400000
CN4900100000000,49,001,"Beaver County, UT",2014,2968,2851,117,3.900000
CN4900300000000,49,003,"Box Elder County, UT",2014,23557,22650,907,3.900000
CN4900500000000,49,005,"Cache County, UT",2014,58894,57003,1891,3.200000
CN4900700000000,49,007,"Carbon County, UT",2014,8701,8251,450,5.200000
CN4900900000000,49,009,"Daggett County, UT",2014,430,412,18,4.200000
CN4901100000000,49,011,"Davis County, UT",2014,155339,149809,5530,3.600000
CN4901300000000,49,013,"Duchesne County, UT",2014,9602,9257,345,3.600000
CN4901500000000,49,015,"Emery County, UT",2014,4613,4372,241,5.200000
CN4901700000000,49,017,"Garfield County, UT",2014,2726,2491,235,8.600000
CN4901900000000,49,019,"Grand County, UT",2014,5515,5171,344,6.200000
CN4902100000000,49,021,"Iron County, UT",2014,19950,19057,893,4.500000
CN4902300000000,49,023,"Juab County, UT",2014,4817,4622,195,4.000000
CN4902500000000,49,025,"Kane County, UT",2014,3581,3417,164,4.600000
CN4902700000000,49,027,"Millard County, UT",2014,6009,5797,212,3.500000
CN4902900000000,49,029,"Morgan County, UT",2014,4587,4433,154,3.400000
CN4903100000000,49,031,"Piute County, UT",2014,462,431,31,6.700000
CN4903300000000,49,033,"Rich County, UT",2014,1002,965,37,3.700000
CN4903500000000,49,035,"Salt Lake County, UT",2014,577571,556398,21173,3.700000
CN4903700000000,49,037,"San Juan County, UT",2014,5614,5193,421,7.500000
CN4903900000000,49,039,"Sanpete County, UT",2014,11078,10575,503,4.500000
CN4904100000000,49,041,"Sevier County, UT",2014,9278,8863,415,4.500000
CN4904300000000,49,043,"Summit County, UT",2014,22608,21849,759,3.400000
CN4904500000000,49,045,"Tooele County, UT",2014,28911,27540,1371,4.700000
CN4904700000000,49,047,"Uintah County, UT",2014,15926,15363,563,3.500000
CN4904900000000,49,049,"Utah County, UT",2014,255571,246669,8902,3.500000
CN4905100000000,49,051,"Wasatch County, UT",2014,12716,12251,465,3.700000
CN4905300000000,49,053,"Washington County, UT",2014,61496,58842,2654,4.300000
CN4905500000000,49,055,"Wayne County, UT",2014,1386,1256,130,9.400000
CN4905700000000,49,057,"Weber County, UT",2014,116198,111160,5038,4.300000
CN5000100000000,50,001,"Addison County, VT",2014,20982,20164,818,3.900000
CN5000300000000,50,003,"Bennington County, VT",2014,19052,18140,912,4.800000
CN5000500000000,50,005,"Caledonia County, VT",2014,15549,14768,781,5.000000
CN5000700000000,50,007,"Chittenden County, VT",2014,94810,91841,2969,3.100000
CN5000900000000,50,009,"Essex County, VT",2014,2857,2663,194,6.800000
CN5001100000000,50,011,"Franklin County, VT",2014,27362,26239,1123,4.100000
CN5001300000000,50,013,"Grand Isle County, VT",2014,4063,3872,191,4.700000
CN5001500000000,50,015,"Lamoille County, VT",2014,13916,13194,722,5.200000
CN5001700000000,50,017,"Orange County, VT",2014,16035,15412,623,3.900000
CN5001900000000,50,019,"Orleans County, VT",2014,13885,12996,889,6.400000
CN5002100000000,50,021,"Rutland County, VT",2014,32010,30456,1554,4.900000
CN5002300000000,50,023,"Washington County, VT",2014,34369,32983,1386,4.000000
CN5002500000000,50,025,"Windham County, VT",2014,23874,22861,1013,4.200000
CN5002700000000,50,027,"Windsor County, VT",2014,30100,28973,1127,3.700000
CN5100100000000,51,001,"Accomack County, VA",2014,16024,14984,1040,6.500000
CN5100300000000,51,003,"Albemarle County, VA",2014,54006,51631,2375,4.400000
CN5100500000000,51,005,"Alleghany County, VA",2014,7282,6843,439,6.000000
CN5100700000000,51,007,"Amelia County, VA",2014,6242,5914,328,5.300000
CN5100900000000,51,009,"Amherst County, VA",2014,15888,15027,861,5.400000
CN5101100000000,51,011,"Appomattox County, VA",2014,7188,6781,407,5.700000
CN5101300000000,51,013,"Arlington County, VA",2014,145962,141282,4680,3.200000
CN5101500000000,51,015,"Augusta County, VA",2014,37065,35329,1736,4.700000
CN5101700000000,51,017,"Bath County, VA",2014,2634,2517,117,4.400000
CN5101900000000,51,019,"Bedford County, VA",2014,38497,36537,1960,5.100000
CN5102100000000,51,021,"Bland County, VA",2014,2903,2729,174,6.000000
CN5102300000000,51,023,"Botetourt County, VA",2014,17829,16967,862,4.800000
CN5102500000000,51,025,"Brunswick County, VA",2014,6516,5980,536,8.200000
CN5102700000000,51,027,"Buchanan County, VA",2014,7874,7058,816,10.400000
CN5102900000000,51,029,"Buckingham County, VA",2014,6516,6087,429,6.600000
CN5103100000000,51,031,"Campbell County, VA",2014,27112,25677,1435,5.300000
CN5103300000000,51,033,"Caroline County, VA",2014,14731,13829,902,6.100000
CN5103500000000,51,035,"Carroll County, VA",2014,13228,12335,893,6.800000
CN5103600000000,51,036,"Charles City County, VA",2014,3819,3598,221,5.800000
CN5103700000000,51,037,"Charlotte County, VA",2014,5331,4972,359,6.700000
CN5104100000000,51,041,"Chesterfield County, VA",2014,177328,168286,9042,5.100000
CN5104300000000,51,043,"Clarke County, VA",2014,7642,7312,330,4.300000
CN5104500000000,51,045,"Craig County, VA",2014,2473,2318,155,6.300000
CN5104700000000,51,047,"Culpeper County, VA",2014,23463,22300,1163,5.000000
CN5104900000000,51,049,"Cumberland County, VA",2014,4531,4256,275,6.100000
CN5105100000000,51,051,"Dickenson County, VA",2014,5239,4720,519,9.900000
CN5105300000000,51,053,"Dinwiddie County, VA",2014,13659,12790,869,6.400000
CN5105700000000,51,057,"Essex County, VA",2014,5773,5406,367,6.400000
CN5105900000000,51,059,"Fairfax County, VA",2014,627615,601998,25617,4.100000
CN5106100000000,51,061,"Fauquier County, VA",2014,36018,34393,1625,4.500000
CN5106300000000,51,063,"Floyd County, VA",2014,8433,8046,387,4.600000
CN5106500000000,51,065,"Fluvanna County, VA",2014,13402,12830,572,4.300000
CN5106700000000,51,067,"Franklin County, VA",2014,27446,25992,1454,5.300000
CN5106900000000,51,069,"Frederick County, VA",2014,44689,42610,2079,4.700000
CN5107100000000,51,071,"Giles County, VA",2014,8273,7774,499,6.000000
CN5107300000000,51,073,"Gloucester County, VA",2014,19392,18452,940,4.800000
CN5107500000000,51,075,"Goochland County, VA",2014,10533,10033,500,4.700000
CN5107700000000,51,077,"Grayson County, VA",2014,7120,6569,551,7.700000
CN5107900000000,51,079,"Greene County, VA",2014,9954,9521,433,4.400000
CN5108100000000,51,081,"Greensville County, VA",2014,4279,3992,287,6.700000
CN5108300000000,51,083,"Halifax County, VA",2014,15675,14451,1224,7.800000
CN5108500000000,51,085,"Hanover County, VA",2014,56243,53695,2548,4.500000
CN5108700000000,51,087,"Henrico County, VA",2014,176843,167881,8962,5.100000
CN5108900000000,51,089,"Henry County, VA",2014,22926,21157,1769,7.700000
CN5109100000000,51,091,"Highland County, VA",2014,1434,1379,55,3.800000
CN5109300000000,51,093,"Isle of Wight County, VA",2014,18903,17907,996,5.300000
CN5109500000000,51,095,"James City County, VA",2014,33836,32157,1679,5.000000
CN5109700000000,51,097,"King and Queen County, VA",2014,3653,3442,211,5.800000
CN5109900000000,51,099,"King George County, VA",2014,12184,11543,641,5.300000
CN5110100000000,51,101,"King William County, VA",2014,8828,8371,457,5.200000
CN5110300000000,51,103,"Lancaster County, VA",2014,5416,5006,410,7.600000
CN5110500000000,51,105,"Lee County, VA",2014,8902,8173,729,8.200000
CN5110700000000,51,107,"Loudoun County, VA",2014,192351,184269,8082,4.200000
CN5110900000000,51,109,"Louisa County, VA",2014,18515,17578,937,5.100000
CN5111100000000,51,111,"Lunenburg County, VA",2014,5378,5058,320,6.000000
CN5111300000000,51,113,"Madison County, VA",2014,7309,7015,294,4.000000
CN5111500000000,51,115,"Mathews County, VA",2014,4177,3983,194,4.600000
CN5111700000000,51,117,"Mecklenburg County, VA",2014,12679,11697,982,7.700000
CN5111900000000,51,119,"Middlesex County, VA",2014,5066,4809,257,5.100000
CN5112100000000,51,121,"Montgomery County, VA",2014,50249,47713,2536,5.000000
CN5112500000000,51,125,"Nelson County, VA",2014,7519,7155,364,4.800000
CN5112700000000,51,127,"New Kent County, VA",2014,10944,10450,494,4.500000
CN5113100000000,51,131,"Northampton County, VA",2014,6080,5628,452,7.400000
CN5113300000000,51,133,"Northumberland County, VA",2014,5671,5271,400,7.100000
CN5113500000000,51,135,"Nottoway County, VA",2014,7100,6715,385,5.400000
CN5113700000000,51,137,"Orange County, VA",2014,16234,15386,848,5.200000
CN5113900000000,51,139,"Page County, VA",2014,11922,10959,963,8.100000
CN5114100000000,51,141,"Patrick County, VA",2014,7764,7259,505,6.500000
CN5114300000000,51,143,"Pittsylvania County, VA",2014,30418,28502,1916,6.300000
CN5114500000000,51,145,"Powhatan County, VA",2014,13761,13138,623,4.500000
CN5114700000000,51,147,"Prince Edward County, VA",2014,9831,9060,771,7.800000
CN5114900000000,51,149,"Prince George County, VA",2014,14925,13998,927,6.200000
CN5115300000000,51,153,"Prince William County, VA",2014,232150,220999,11151,4.800000
CN5115500000000,51,155,"Pulaski County, VA",2014,16871,15862,1009,6.000000
CN5115700000000,51,157,"Rappahannock County, VA",2014,3925,3742,183,4.700000
CN5115900000000,51,159,"Richmond County, VA",2014,4019,3796,223,5.500000
CN5116100000000,51,161,"Roanoke County, VA",2014,50391,48107,2284,4.500000
CN5116300000000,51,163,"Rockbridge County, VA",2014,10241,9691,550,5.400000
CN5116500000000,51,165,"Rockingham County, VA",2014,40800,38922,1878,4.600000
CN5116700000000,51,167,"Russell County, VA",2014,11307,10406,901,8.000000
CN5116900000000,51,169,"Scott County, VA",2014,9998,9413,585,5.900000
CN5117100000000,51,171,"Shenandoah County, VA",2014,21300,20237,1063,5.000000
CN5117300000000,51,173,"Smyth County, VA",2014,13422,12381,1041,7.800000
CN5117500000000,51,175,"Southampton County, VA",2014,9157,8698,459,5.000000
CN5117700000000,51,177,"Spotsylvania County, VA",2014,64372,60950,3422,5.300000
CN5117900000000,51,179,"Stafford County, VA",2014,66378,62895,3483,5.200000
CN5118100000000,51,181,"Surry County, VA",2014,3684,3460,224,6.100000
CN5118300000000,51,183,"Sussex County, VA",2014,4161,3852,309,7.400000
CN5118500000000,51,185,"Tazewell County, VA",2014,17303,15913,1390,8.000000
CN5118700000000,51,187,"Warren County, VA",2014,20128,19015,1113,5.500000
CN5119100000000,51,191,"Washington County, VA",2014,27983,26380,1603,5.700000
CN5119300000000,51,193,"Westmoreland County, VA",2014,9073,8499,574,6.300000
CN5119500000000,51,195,"Wise County, VA",2014,14415,13064,1351,9.400000
CN5119700000000,51,197,"Wythe County, VA",2014,13859,12974,885,6.400000
CN5119900000000,51,199,"York County, VA",2014,31977,30374,1603,5.000000
CN5151000000000,51,510,"Alexandria city, VA",2014,94209,90681,3528,3.700000
CN5152000000000,51,520,"Bristol city, VA",2014,7870,7368,502,6.400000
CN5153000000000,51,530,"Buena Vista city, VA",2014,3313,3122,191,5.800000
CN5154000000000,51,540,"Charlottesville city, VA",2014,24106,23075,1031,4.300000
CN5155000000000,51,550,"Chesapeake city, VA",2014,116496,110362,6134,5.300000
CN5157000000000,51,570,"Colonial Heights city, VA",2014,8773,8270,503,5.700000
CN5158000000000,51,580,"Covington city, VA",2014,2505,2304,201,8.000000
CN5159000000000,51,590,"Danville city, VA",2014,19714,18004,1710,8.700000
CN5159500000000,51,595,"Emporia city, VA",2014,2334,2142,192,8.200000
CN5160000000000,51,600,"Fairfax city, VA",2014,13212,12675,537,4.100000
CN5161000000000,51,610,"Falls Church city, VA",2014,7884,7601,283,3.600000
CN5162000000000,51,620,"Franklin city, VA",2014,3620,3334,286,7.900000
CN5163000000000,51,630,"Fredericksburg city, VA",2014,13814,12987,827,6.000000
CN5164000000000,51,640,"Galax city, VA",2014,2998,2782,216,7.200000
CN5165000000000,51,650,"Hampton city, VA",2014,65819,61413,4406,6.700000
CN5166000000000,51,660,"Harrisonburg city, VA",2014,24121,22655,1466,6.100000
CN5167000000000,51,670,"Hopewell city, VA",2014,9744,8900,844,8.700000
CN5167800000000,51,678,"Lexington city, VA",2014,2227,2050,177,7.900000
CN5168000000000,51,680,"Lynchburg city, VA",2014,35955,33672,2283,6.300000
CN5168300000000,51,683,"Manassas city, VA",2014,22330,21227,1103,4.900000
CN5168500000000,51,685,"Manassas Park city, VA",2014,8831,8431,400,4.500000
CN5169000000000,51,690,"Martinsville city, VA",2014,5559,5006,553,9.900000
CN5170000000000,51,700,"Newport News city, VA",2014,90692,85047,5645,6.200000
CN5171000000000,51,710,"Norfolk city, VA",2014,112971,105789,7182,6.400000
CN5172000000000,51,720,"Norton city, VA",2014,1812,1670,142,7.800000
CN5173000000000,51,730,"Petersburg city, VA",2014,13909,12428,1481,10.600000
CN5173500000000,51,735,"Poquoson city, VA",2014,6364,6076,288,4.500000
CN5174000000000,51,740,"Portsmouth city, VA",2014,45364,42128,3236,7.100000
CN5175000000000,51,750,"Radford city, VA",2014,8411,7853,558,6.600000
CN5176000000000,51,760,"Richmond city, VA",2014,111992,105134,6858,6.100000
CN5177000000000,51,770,"Roanoke city, VA",2014,50175,47230,2945,5.900000
CN5177500000000,51,775,"Salem city, VA",2014,13166,12494,672,5.100000
CN5179000000000,51,790,"Staunton city, VA",2014,12010,11390,620,5.200000
CN5180000000000,51,800,"Suffolk city, VA",2014,42076,39648,2428,5.800000
CN5181000000000,51,810,"Virginia Beach city, VA",2014,231784,220342,11442,4.900000
CN5182000000000,51,820,"Waynesboro city, VA",2014,10071,9533,538,5.300000
CN5183000000000,51,830,"Williamsburg city, VA",2014,6891,6403,488,7.100000
CN5184000000000,51,840,"Winchester city, VA",2014,14501,13775,726,5.000000
CN5300100000000,53,001,"Adams County, WA",2014,8521,7882,639,7.500000
CN5300300000000,53,003,"Asotin County, WA",2014,9700,9152,548,5.600000
CN5300500000000,53,005,"Benton County, WA",2014,90014,83088,6926,7.700000
CN5300700000000,53,007,"Chelan County, WA",2014,40985,38353,2632,6.400000
CN5300900000000,53,009,"Clallam County, WA",2014,26954,24620,2334,8.700000
CN5301100000000,53,011,"Clark County, WA",2014,208138,192688,15450,7.400000
CN5301300000000,53,013,"Columbia County, WA",2014,1759,1627,132,7.500000
CN5301500000000,53,015,"Cowlitz County, WA",2014,44025,40354,3671,8.300000
CN5301700000000,53,017,"Douglas County, WA",2014,19285,17888,1397,7.200000
CN5301900000000,53,019,"Ferry County, WA",2014,2471,2180,291,11.800000
CN5302100000000,53,021,"Franklin County, WA",2014,38266,34997,3269,8.500000
CN5302300000000,53,023,"Garfield County, WA",2014,961,894,67,7.000000
CN5302500000000,53,025,"Grant County, WA",2014,44677,41228,3449,7.700000
CN5302700000000,53,027,"Grays Harbor County, WA",2014,27447,24568,2879,10.500000
CN5302900000000,53,029,"Island County, WA",2014,31691,29498,2193,6.900000
CN5303100000000,53,031,"Jefferson County, WA",2014,11173,10242,931,8.300000
CN5303300000000,53,033,"King County, WA",2014,1158219,1104926,53293,4.600000
CN5303500000000,53,035,"Kitsap County, WA",2014,113222,106012,7210,6.400000
CN5303700000000,53,037,"Kittitas County, WA",2014,20013,18577,1436,7.200000
CN5303900000000,53,039,"Klickitat County, WA",2014,9684,8911,773,8.000000
CN5304100000000,53,041,"Lewis County, WA",2014,31035,28146,2889,9.300000
CN5304300000000,53,043,"Lincoln County, WA",2014,5051,4742,309,6.100000
CN5304500000000,53,045,"Mason County, WA",2014,23310,21302,2008,8.600000
CN5304700000000,53,047,"Okanogan County, WA",2014,21274,19685,1589,7.500000
CN5304900000000,53,049,"Pacific County, WA",2014,8048,7239,809,10.100000
